customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerFeedback
CUST-000000,Female,1,Yes,Yes,1,No,No phone service,DSL,Month-to-month,Yes,Digital wallet,74.00,47.00,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000561,Male,1,Yes,Yes,40,No,No phone service,DSL,Month-to-month,Yes,Digital wallet,76.25,1882.50,Yes,The service works well but the price feels high; likely to cancel without a better offer
CUST-000562,Female,0,Yes,No,47,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,3765.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000563,Male,0,No,No,54,Yes,No,No,Two year,No,Credit card (automatic),30.75,1168.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000564,Female,0,Yes,No,61,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,2867.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000565,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,5442.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000566,Female,0,No,Yes,3,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,69.50,No,The service works well but the price feels high; no major issues this month
CUST-000567,Male,0,Yes,No,10,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,477.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000568,Female,1,Yes,No,17,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,1360.00,Yes,The connection is stable and billing is clear; likely to cancel without a better offer
CUST-000569,Male,1,No,No,24,Yes,Yes,No,Two year,No,Mailed check,39.25,518.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000570,Female,0,Yes,Yes,31,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,1462.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000571,Male,0,Yes,Yes,38,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,3047.50,No,The service works well but the price feels high; no major issues this month
CUST-000572,Female,0,No,No,45,No,No phone service,No,Two year,Yes,Electronic check,30.00,967.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000573,Male,0,Yes,No,52,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,2446.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000574,Female,0,Yes,No,59,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,4725.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000575,Male,0,No,Yes,66,Yes,No,No,Two year,No,Credit card (automatic),30.75,1426.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000576,Female,1,Yes,Yes,1,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,47.00,Yes,The service works well but the price feels high; likely to cancel without a better offer
CUST-000577,Male,1,Yes,No,8,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,642.50,Yes,Setup was easy and the app is straightforward; likely to cancel without a better offer
CUST-000578,Female,0,No,No,15,Yes,No,No,Two year,Yes,Digital wallet,28.50,327.50,No,The connection is stable and billing is clear; new payment option is convenient
CUST-000579,Male,0,Yes,No,22,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,1041.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000580,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,2320.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000581,Male,0,No,Yes,36,Yes,Yes,No,Two year,No,Mailed check,39.25,776.50,No,The service works well but the price feels high; no major issues this month
CUST-000582,Female,0,Yes,No,43,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,2026.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000583,Male,0,Yes,No,50,No,No phone service,Fiber optic,One year,No,Credit card (automatic),109.25,4007.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000584,Female,1,No,No,57,Yes,Yes,No,Two year,Yes,Electronic check,37.00,1225.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000585,Male,1,Yes,Yes,64,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,3010.50,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000586,Female,0,Yes,Yes,71,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,5685.00,No,The service works well but the price feels high; no major issues this month
CUST-000587,Male,0,No,No,6,Yes,No,No,Two year,No,Credit card (automatic),30.75,136.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000588,Female,0,Yes,No,13,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,611.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000589,Male,0,Yes,No,20,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,1602.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000590,Female,0,No,Yes,27,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,585.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000591,Male,0,Yes,Yes,34,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,1605.50,No,The service works well but the price feels high; no major issues this month
CUST-000592,Female,1,Yes,No,41,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,3280.00,Yes,Setup was easy and the app is straightforward; likely to cancel without a better offer
CUST-000593,Male,1,No,No,48,Yes,Yes,No,Two year,No,Mailed check,39.25,1034.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000594,Female,0,Yes,No,55,No,No phone service,DSL,Month-to-month,Yes,Bank transfer (automatic),74.00,2590.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000595,Male,0,Yes,Yes,62,Yes,No,Fiber optic,One year,No,Digital wallet,107.75,4967.50,No,Support was responsive and the package feels fair; new payment option is convenient
CUST-000596,Female,0,No,Yes,69,Yes,Yes,No,Two year,Yes,Electronic check,37.00,1483.50,No,The service works well but the price feels high; no major issues this month
CUST-000597,Male,0,Yes,No,4,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,190.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000598,Female,0,Yes,No,11,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,885.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000599,Male,0,No,No,18,Yes,No,No,Two year,No,Credit card (automatic),30.75,394.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000600,Female,1,Yes,Yes,25,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,1175.00,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000601,Male,1,Yes,Yes,32,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,2562.50,Yes,The service works well but the price feels high; likely to cancel without a better offer
CUST-000602,Female,0,No,No,39,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,843.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000603,Male,0,Yes,No,46,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,2169.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000604,Female,0,Yes,No,53,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,4240.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000605,Male,0,No,Yes,60,No,No phone service,No,Two year,No,Mailed check,32.25,1292.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000606,Female,0,Yes,Yes,67,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,3154.00,No,The service works well but the price feels high; no major issues this month
CUST-000607,Male,0,Yes,No,2,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,167.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000608,Female,1,No,No,9,Yes,Yes,No,Two year,Yes,Electronic check,37.00,193.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000609,Male,1,Yes,No,16,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,754.50,Yes,I would keep the plan if the monthly fee was lower; likely to cancel without a better offer
CUST-000610,Female,0,Yes,Yes,23,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,1845.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000611,Male,0,No,Yes,30,Yes,No,No,Two year,No,Credit card (automatic),30.75,652.50,No,The service works well but the price feels high; no major issues this month
CUST-000612,Female,0,Yes,No,37,Yes,Yes,DSL,Month-to-month,Yes,Digital wallet,81.00,1739.00,No,Setup was easy and the app is straightforward; new payment option is convenient
CUST-000613,Male,0,Yes,No,44,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,3522.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000614,Female,0,No,No,51,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,1101.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000615,Male,0,Yes,Yes,58,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,2733.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000616,Female,1,Yes,Yes,65,No,No phone service,Fiber optic,One year,Yes,Electronic check,111.50,5200.00,Yes,The service works well but the price feels high; likely to cancel without a better offer
CUST-000617,Male,1,No,No,72,Yes,Yes,No,Two year,No,Mailed check,39.25,1550.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000618,Female,0,Yes,No,7,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,334.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000619,Male,0,Yes,No,14,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,1127.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000620,Female,0,No,Yes,21,Yes,Yes,No,Two year,Yes,Electronic check,37.00,451.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000621,Male,0,Yes,Yes,28,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,1318.50,No,The service works well but the price feels high; no major issues this month
CUST-000622,Female,0,Yes,No,35,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,2805.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000623,Male,0,No,No,42,Yes,No,No,Two year,No,Credit card (automatic),30.75,910.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000624,Female,1,Yes,No,49,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,2303.00,Yes,I would keep the plan if the monthly fee was lower; likely to cancel without a better offer
CUST-000625,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,4482.50,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000626,Female,0,No,Yes,63,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,1359.50,No,The service works well but the price feels high; no major issues this month
CUST-000627,Male,0,Yes,No,70,No,No phone service,DSL,Month-to-month,Yes,Credit card (automatic),76.25,3297.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000628,Female,0,Yes,No,5,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,400.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000629,Male,0,No,No,12,Yes,Yes,No,Two year,No,Digital wallet,39.25,260.50,No,I would keep the plan if the monthly fee was lower; new payment option is convenient
CUST-000630,Female,0,Yes,Yes,19,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,898.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000631,Male,0,Yes,Yes,26,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,2087.50,No,The service works well but the price feels high; no major issues this month
CUST-000632,Female,1,No,No,33,Yes,Yes,No,Two year,Yes,Electronic check,37.00,709.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000633,Male,1,Yes,No,40,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,1882.50,Yes,The connection is stable and billing is clear; likely to cancel without a better offer
CUST-000634,Female,0,Yes,No,47,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,3765.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000635,Male,0,No,Yes,54,Yes,No,No,Two year,No,Credit card (automatic),30.75,1168.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000636,Female,0,Yes,Yes,61,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,2867.00,No,The service works well but the price feels high; no major issues this month
CUST-000637,Male,0,Yes,No,68,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,5442.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000638,Female,0,No,No,3,No,No phone service,No,Two year,Yes,Bank transfer (automatic),30.00,69.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000639,Male,0,Yes,No,10,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,477.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000640,Female,1,Yes,Yes,17,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,1360.00,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000641,Male,1,No,Yes,24,Yes,Yes,No,Two year,No,Mailed check,39.25,518.50,No,The service works well but the price feels high; no major issues this month
CUST-000642,Female,0,Yes,No,31,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,1462.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000643,Male,0,Yes,No,38,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,3047.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000644,Female,0,No,No,45,Yes,Yes,No,Two year,Yes,Electronic check,37.00,967.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000645,Male,0,Yes,Yes,52,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,2446.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000646,Female,0,Yes,Yes,59,Yes,No,Fiber optic,One year,Yes,Digital wallet,110.00,4725.00,No,The service works well but the price feels high; new payment option is convenient
CUST-000647,Male,0,No,No,66,Yes,No,No,Two year,No,Credit card (automatic),30.75,1426.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000648,Female,1,Yes,No,1,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,47.00,Yes,The connection is stable and billing is clear; likely to cancel without a better offer
CUST-000649,Male,1,Yes,No,8,No,No phone service,Fiber optic,One year,No,Mailed check,109.25,642.50,Yes,I would keep the plan if the monthly fee was lower; likely to cancel without a better offer
CUST-000650,Female,0,No,Yes,15,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,327.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000651,Male,0,Yes,Yes,22,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,1041.50,No,The service works well but the price feels high; no major issues this month
CUST-000652,Female,0,Yes,No,29,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,2320.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000653,Male,0,No,No,36,Yes,Yes,No,Two year,No,Mailed check,39.25,776.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000654,Female,0,Yes,No,43,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,2026.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000655,Male,0,Yes,Yes,50,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,4007.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000656,Female,1,No,Yes,57,Yes,Yes,No,Two year,Yes,Electronic check,37.00,1225.50,No,The service works well but the price feels high; no major issues this month
CUST-000657,Male,1,Yes,No,64,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,3010.50,Yes,Setup was easy and the app is straightforward; likely to cancel without a better offer
CUST-000658,Female,0,Yes,No,71,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,5685.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000659,Male,0,No,No,6,Yes,No,No,Two year,No,Credit card (automatic),30.75,136.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000660,Female,0,Yes,Yes,13,No,No phone service,DSL,Month-to-month,Yes,Electronic check,74.00,611.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000661,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,1602.50,No,The service works well but the price feels high; no major issues this month
CUST-000662,Female,0,No,No,27,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,585.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000663,Male,0,Yes,No,34,Yes,No,DSL,Month-to-month,Yes,Digital wallet,74.75,1605.50,No,The connection is stable and billing is clear; new payment option is convenient
CUST-000664,Female,1,Yes,No,41,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,3280.00,Yes,I would keep the plan if the monthly fee was lower; likely to cancel without a better offer
CUST-000665,Male,1,No,Yes,48,Yes,Yes,No,Two year,No,Mailed check,39.25,1034.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000666,Female,0,Yes,Yes,55,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,2590.00,No,The service works well but the price feels high; no major issues this month
CUST-000667,Male,0,Yes,No,62,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,4967.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000668,Female,0,No,No,69,Yes,Yes,No,Two year,Yes,Electronic check,37.00,1483.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000669,Male,0,Yes,No,4,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,190.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000670,Female,0,Yes,Yes,11,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,885.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000671,Male,0,No,Yes,18,No,No phone service,No,Two year,No,Credit card (automatic),32.25,394.50,No,The service works well but the price feels high; no major issues this month
CUST-000672,Female,1,Yes,No,25,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,1175.00,Yes,Setup was easy and the app is straightforward; likely to cancel without a better offer
CUST-000673,Male,1,Yes,No,32,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,2562.50,Yes,The connection is stable and billing is clear; likely to cancel without a better offer
CUST-000674,Female,0,No,No,39,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,843.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000675,Male,0,Yes,Yes,46,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,2169.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000676,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,4240.00,No,The service works well but the price feels high; no major issues this month
CUST-000677,Male,0,No,No,60,Yes,Yes,No,Two year,No,Mailed check,39.25,1292.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000678,Female,0,Yes,No,67,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,3154.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000679,Male,0,Yes,No,2,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,167.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000680,Female,1,No,Yes,9,Yes,Yes,No,Two year,Yes,Digital wallet,37.00,193.50,No,Support was responsive and the package feels fair; new payment option is convenient
CUST-000681,Male,1,Yes,Yes,16,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,754.50,Yes,The service works well but the price feels high; likely to cancel without a better offer
CUST-000682,Female,0,Yes,No,23,No,No phone service,Fiber optic,One year,Yes,Bank transfer (automatic),111.50,1845.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000683,Male,0,No,No,30,Yes,No,No,Two year,No,Credit card (automatic),30.75,652.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000684,Female,0,Yes,No,37,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,1739.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000685,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,3522.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000686,Female,0,No,Yes,51,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,1101.50,No,The service works well but the price feels high; no major issues this month
CUST-000687,Male,0,Yes,No,58,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,2733.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000688,Female,1,Yes,No,65,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,5200.00,Yes,The connection is stable and billing is clear; likely to cancel without a better offer
CUST-000689,Male,1,No,No,72,Yes,Yes,No,Two year,No,Mailed check,39.25,1550.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000690,Female,0,Yes,Yes,7,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,334.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000691,Male,0,Yes,Yes,14,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,1127.50,No,The service works well but the price feels high; no major issues this month
CUST-000692,Female,0,No,No,21,Yes,Yes,No,Two year,Yes,Electronic check,37.00,451.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000693,Male,0,Yes,No,28,No,No phone service,DSL,Month-to-month,Yes,Mailed check,76.25,1318.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000694,Female,0,Yes,No,35,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,2805.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000695,Male,0,No,Yes,42,Yes,No,No,Two year,No,Credit card (automatic),30.75,910.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000696,Female,1,Yes,Yes,49,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,2303.00,Yes,The service works well but the price feels high; likely to cancel without a better offer
CUST-000697,Male,1,Yes,No,56,Yes,Yes,Fiber optic,One year,No,Digital wallet,116.25,4482.50,Yes,Setup was easy and the app is straightforward; likely to cancel without a better offer
CUST-000698,Female,0,No,No,63,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,1359.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000699,Male,0,Yes,No,70,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,3297.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000700,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,400.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000701,Male,0,No,Yes,12,Yes,Yes,No,Two year,No,Mailed check,39.25,260.50,No,The service works well but the price feels high; no major issues this month
CUST-000702,Female,0,Yes,No,19,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,898.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000703,Male,0,Yes,No,26,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,2087.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000704,Female,1,No,No,33,No,No phone service,No,Two year,Yes,Electronic check,30.00,709.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000705,Male,1,Yes,Yes,40,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,1882.50,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000706,Female,0,Yes,Yes,47,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,3765.00,No,The service works well but the price feels high; no major issues this month
CUST-000707,Male,0,No,No,54,Yes,No,No,Two year,No,Credit card (automatic),30.75,1168.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000708,Female,0,Yes,No,61,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,2867.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000709,Male,0,Yes,No,68,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,5442.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000710,Female,0,No,Yes,3,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,69.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000711,Male,0,Yes,Yes,10,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,477.50,No,The service works well but the price feels high; no major issues this month
CUST-000712,Female,1,Yes,No,17,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,1360.00,Yes,Setup was easy and the app is straightforward; likely to cancel without a better offer
CUST-000713,Male,1,No,No,24,Yes,Yes,No,Two year,No,Mailed check,39.25,518.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000714,Female,0,Yes,No,31,Yes,No,DSL,Month-to-month,Yes,Digital wallet,72.50,1462.00,No,I would keep the plan if the monthly fee was lower; new payment option is convenient
CUST-000715,Male,0,Yes,Yes,38,No,No phone service,Fiber optic,One year,No,Credit card (automatic),109.25,3047.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000716,Female,0,No,Yes,45,Yes,Yes,No,Two year,Yes,Electronic check,37.00,967.50,No,The service works well but the price feels high; no major issues this month
CUST-000717,Male,0,Yes,No,52,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,2446.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000718,Female,0,Yes,No,59,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,4725.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000719,Male,0,No,No,66,Yes,No,No,Two year,No,Credit card (automatic),30.75,1426.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000720,Female,1,Yes,Yes,1,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,47.00,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000721,Male,1,Yes,Yes,8,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,642.50,Yes,The service works well but the price feels high; likely to cancel without a better offer
CUST-000722,Female,0,No,No,15,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,327.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000723,Male,0,Yes,No,22,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,1041.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000724,Female,0,Yes,No,29,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,2320.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000725,Male,0,No,Yes,36,Yes,Yes,No,Two year,No,Mailed check,39.25,776.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000726,Female,0,Yes,Yes,43,No,No phone service,DSL,Month-to-month,Yes,Bank transfer (automatic),74.00,2026.00,No,The service works well but the price feels high; no major issues this month
CUST-000727,Male,0,Yes,No,50,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,4007.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000728,Female,1,No,No,57,Yes,Yes,No,Two year,Yes,Electronic check,37.00,1225.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000729,Male,1,Yes,No,64,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,3010.50,Yes,I would keep the plan if the monthly fee was lower; likely to cancel without a better offer
CUST-000730,Female,0,Yes,Yes,71,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,5685.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000731,Male,0,No,Yes,6,Yes,No,No,Two year,No,Digital wallet,30.75,136.50,No,The service works well but the price feels high; new payment option is convenient
