customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineBackup,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-000446,Female,0,No,Yes,27,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,585.50,No
CUST-000447,Male,0,Yes,No,34,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1605.50,No
CUST-000448,Female,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,3280.00,No
CUST-000449,Male,1,No,No,48,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1034.50,No
CUST-000450,Female,0,Yes,Yes,55,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2590.00,No
CUST-000451,Male,0,Yes,Yes,62,No,No phone service,Fiber optic,Yes,One year,No,Credit card (automatic),84.25,4967.50,No
CUST-000452,Female,0,No,No,69,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1483.50,No
CUST-000453,Male,0,Yes,No,4,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,190.50,No
CUST-000454,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,885.00,No
CUST-000455,Male,0,No,Yes,18,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,394.50,No
CUST-000456,Female,1,Yes,Yes,25,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1175.00,Yes
CUST-000457,Male,1,Yes,No,32,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,2562.50,No
CUST-000458,Female,0,No,No,39,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,843.50,No
CUST-000459,Male,0,Yes,No,46,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2169.50,No
CUST-000460,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,4240.00,No
CUST-000461,Male,0,No,Yes,60,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1292.50,No
CUST-000462,Female,0,Yes,No,67,No,No phone service,DSL,No,Month-to-month,Yes,Bank transfer (automatic),56.00,3154.00,No
CUST-000463,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,167.50,No
CUST-000464,Female,1,No,No,9,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,193.50,No
CUST-000465,Male,1,Yes,Yes,16,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,754.50,Yes
CUST-000466,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,1845.00,No
CUST-000467,Male,0,No,No,30,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,652.50,No
CUST-000468,Female,0,Yes,No,37,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1739.00,No
CUST-000469,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,3522.50,No
CUST-000470,Female,0,No,Yes,51,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1101.50,No
CUST-000471,Male,0,Yes,Yes,58,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2733.50,No
CUST-000472,Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,5200.00,No
CUST-000473,Male,1,No,No,72,No,No phone service,No,No internet service,Two year,No,Mailed check,24.25,1550.50,No
CUST-000474,Female,0,Yes,No,7,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,334.00,No
CUST-000475,Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,1127.50,No
CUST-000476,Female,0,No,Yes,21,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,451.50,No
CUST-000477,Male,0,Yes,No,28,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1318.50,No
CUST-000478,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,2805.00,No
CUST-000479,Male,0,No,No,42,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,910.50,No
CUST-000480,Female,1,Yes,Yes,49,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2303.00,Yes
CUST-000481,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,4482.50,No
CUST-000482,Female,0,No,No,63,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1359.50,No
CUST-000483,Male,0,Yes,No,70,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,3297.50,No
CUST-000484,Female,0,Yes,No,5,No,No phone service,Fiber optic,Yes,One year,Yes,Electronic check,86.50,400.00,No
CUST-000485,Male,0,No,Yes,12,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,260.50,No
CUST-000486,Female,0,Yes,Yes,19,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,898.00,No
CUST-000487,Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,2087.50,No
CUST-000488,Female,1,No,No,33,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,709.50,No
CUST-000489,Male,1,Yes,No,40,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1882.50,Yes
CUST-000490,Female,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,3765.00,No
CUST-000491,Male,0,No,Yes,54,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1168.50,No
CUST-000492,Female,0,Yes,No,61,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2867.00,No
CUST-000493,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,5442.50,No
CUST-000494,Female,0,No,No,3,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,69.50,No
CUST-000495,Male,0,Yes,Yes,10,No,No phone service,DSL,No,Month-to-month,Yes,Credit card (automatic),58.25,477.50,No
CUST-000496,Female,1,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,1360.00,No
CUST-000497,Male,1,No,No,24,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,518.50,No
CUST-000498,Female,0,Yes,No,31,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,1462.00,No
CUST-000499,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,3047.50,No
CUST-000500,Female,0,No,Yes,45,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,967.50,No
CUST-000501,Male,0,Yes,Yes,52,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,2446.50,No
CUST-000502,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,4725.00,No
CUST-000503,Male,0,No,No,66,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1426.50,No
CUST-000504,Female,1,Yes,No,1,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,47.00,Yes
CUST-000505,Male,1,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,642.50,No
CUST-000506,Female,0,No,Yes,15,No,No phone service,No,No internet service,Two year,Yes,Bank transfer (automatic),22.00,327.50,No
CUST-000507,Male,0,Yes,No,22,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1041.50,No
CUST-000508,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,2320.00,No
CUST-000509,Male,0,No,No,36,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,776.50,No
CUST-000510,Female,0,Yes,Yes,43,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2026.00,No
CUST-000511,Male,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4007.50,No
CUST-000512,Female,1,No,No,57,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1225.50,No
CUST-000513,Male,1,Yes,No,64,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,3010.50,Yes
CUST-000514,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,5685.00,No
CUST-000515,Male,0,No,Yes,6,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,136.50,No
CUST-000516,Female,0,Yes,Yes,13,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,611.00,No
CUST-000517,Male,0,Yes,No,20,No,No phone service,Fiber optic,Yes,One year,No,Mailed check,84.25,1602.50,No
CUST-000518,Female,0,No,No,27,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,585.50,No
CUST-000519,Male,0,Yes,No,34,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1605.50,No
CUST-000520,Female,1,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,3280.00,No
CUST-000521,Male,1,No,Yes,48,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1034.50,No
CUST-000522,Female,0,Yes,No,55,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2590.00,No
CUST-000523,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4967.50,No
CUST-000524,Female,0,No,No,69,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1483.50,No
CUST-000525,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,190.50,No
CUST-000526,Female,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,885.00,No
CUST-000527,Male,0,No,No,18,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,394.50,No
CUST-000528,Female,1,Yes,No,25,No,No phone service,DSL,No,Month-to-month,Yes,Electronic check,56.00,1175.00,Yes
CUST-000529,Male,1,Yes,No,32,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,2562.50,No
CUST-000530,Female,0,No,Yes,39,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,843.50,No
CUST-000531,Male,0,Yes,Yes,46,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2169.50,No
CUST-000532,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,4240.00,No
CUST-000533,Male,0,No,No,60,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1292.50,No
CUST-000534,Female,0,Yes,No,67,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,3154.00,No
CUST-000535,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,167.50,No
CUST-000536,Female,1,No,Yes,9,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,193.50,No
CUST-000537,Male,1,Yes,No,16,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,754.50,Yes
CUST-000538,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,1845.00,No
CUST-000539,Male,0,No,No,30,No,No phone service,No,No internet service,Two year,No,Credit card (automatic),24.25,652.50,No
CUST-000540,Female,0,Yes,Yes,37,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1739.00,No
CUST-000541,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,3522.50,No
CUST-000542,Female,0,No,No,51,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1101.50,No
CUST-000543,Male,0,Yes,No,58,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2733.50,No
CUST-000544,Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,5200.00,No
CUST-000545,Male,1,No,Yes,72,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1550.50,No
CUST-000546,Female,0,Yes,Yes,7,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,334.00,No
CUST-000547,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,1127.50,No
CUST-000548,Female,0,No,No,21,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,451.50,No
CUST-000549,Male,0,Yes,No,28,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1318.50,No
CUST-000550,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),86.50,2805.00,No
CUST-000551,Male,0,No,Yes,42,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,910.50,No
CUST-000552,Female,1,Yes,No,49,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2303.00,Yes
CUST-000553,Male,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,4482.50,No
CUST-000554,Female,0,No,No,63,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1359.50,No
CUST-000555,Male,0,Yes,Yes,70,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,3297.50,No
CUST-000556,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,400.00,No
CUST-000557,Male,0,No,No,12,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,260.50,No
CUST-000558,Female,0,Yes,No,19,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,898.00,No
CUST-000559,Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,2087.50,No
CUST-000560,Female,1,No,Yes,33,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,709.50,No
CUST-000561,Male,1,Yes,Yes,40,No,No phone service,DSL,No,Month-to-month,Yes,Mailed check,58.25,1882.50,Yes
CUST-000562,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,3765.00,No
CUST-000563,Male,0,No,No,54,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1168.50,No
CUST-000564,Female,0,Yes,No,61,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2867.00,No
CUST-000565,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,5442.50,No
CUST-000566,Female,0,No,Yes,3,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,69.50,No
CUST-000567,Male,0,Yes,No,10,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,477.50,No
CUST-000568,Female,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,1360.00,No
CUST-000569,Male,1,No,No,24,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,518.50,No
CUST-000570,Female,0,Yes,Yes,31,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,1462.00,No
CUST-000571,Male,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,3047.50,No
CUST-000572,Female,0,No,No,45,No,No phone service,No,No internet service,Two year,Yes,Electronic check,22.00,967.50,No
CUST-000573,Male,0,Yes,No,52,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,2446.50,No
CUST-000574,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,4725.00,No
CUST-000575,Male,0,No,Yes,66,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1426.50,No
CUST-000576,Female,1,Yes,Yes,1,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,47.00,Yes
CUST-000577,Male,1,Yes,No,8,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,642.50,No
CUST-000578,Female,0,No,No,15,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,327.50,No
CUST-000579,Male,0,Yes,No,22,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1041.50,No
CUST-000580,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,2320.00,No
CUST-000581,Male,0,No,Yes,36,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,776.50,No
CUST-000582,Female,0,Yes,No,43,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2026.00,No
CUST-000583,Male,0,Yes,No,50,No,No phone service,Fiber optic,Yes,One year,No,Credit card (automatic),84.25,4007.50,No
CUST-000584,Female,1,No,No,57,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1225.50,No
CUST-000585,Male,1,Yes,Yes,64,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,3010.50,Yes
CUST-000586,Female,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,5685.00,No
CUST-000587,Male,0,No,No,6,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,136.50,No
CUST-000588,Female,0,Yes,No,13,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,611.00,No
CUST-000589,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,1602.50,No
CUST-000590,Female,0,No,Yes,27,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,585.50,No
CUST-000591,Male,0,Yes,Yes,34,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1605.50,No
CUST-000592,Female,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,3280.00,No
CUST-000593,Male,1,No,No,48,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1034.50,No
CUST-000594,Female,0,Yes,No,55,No,No phone service,DSL,No,Month-to-month,Yes,Bank transfer (automatic),56.00,2590.00,No
CUST-000595,Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4967.50,No
CUST-000596,Female,0,No,Yes,69,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1483.50,No
CUST-000597,Male,0,Yes,No,4,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,190.50,No
CUST-000598,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,885.00,No
CUST-000599,Male,0,No,No,18,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,394.50,No
CUST-000600,Female,1,Yes,Yes,25,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1175.00,Yes
CUST-000601,Male,1,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,2562.50,No
CUST-000602,Female,0,No,No,39,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,843.50,No
CUST-000603,Male,0,Yes,No,46,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2169.50,No
CUST-000604,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,4240.00,No
CUST-000605,Male,0,No,Yes,60,No,No phone service,No,No internet service,Two year,No,Mailed check,24.25,1292.50,No
CUST-000606,Female,0,Yes,Yes,67,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,3154.00,No
CUST-000607,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,167.50,No
CUST-000608,Female,1,No,No,9,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,193.50,No
CUST-000609,Male,1,Yes,No,16,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,754.50,Yes
CUST-000610,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,1845.00,No
CUST-000611,Male,0,No,Yes,30,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,652.50,No
CUST-000612,Female,0,Yes,No,37,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1739.00,No
CUST-000613,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,3522.50,No
CUST-000614,Female,0,No,No,51,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1101.50,No
CUST-000615,Male,0,Yes,Yes,58,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2733.50,No
CUST-000616,Female,1,Yes,Yes,65,No,No phone service,Fiber optic,Yes,One year,Yes,Electronic check,86.50,5200.00,No
CUST-000617,Male,1,No,No,72,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1550.50,No
CUST-000618,Female,0,Yes,No,7,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,334.00,No
CUST-000619,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,1127.50,No
CUST-000620,Female,0,No,Yes,21,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,451.50,No
CUST-000621,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1318.50,No
CUST-000622,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,2805.00,No
CUST-000623,Male,0,No,No,42,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,910.50,No
CUST-000624,Female,1,Yes,No,49,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2303.00,Yes
CUST-000625,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,4482.50,No
CUST-000626,Female,0,No,Yes,63,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1359.50,No
CUST-000627,Male,0,Yes,No,70,No,No phone service,DSL,No,Month-to-month,Yes,Credit card (automatic),58.25,3297.50,No
CUST-000628,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,400.00,No
CUST-000629,Male,0,No,No,12,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,260.50,No
CUST-000630,Female,0,Yes,Yes,19,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,898.00,No
CUST-000631,Male,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,2087.50,No
CUST-000632,Female,1,No,No,33,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,709.50,No
CUST-000633,Male,1,Yes,No,40,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1882.50,Yes
CUST-000634,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,3765.00,No
CUST-000635,Male,0,No,Yes,54,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1168.50,No
CUST-000636,Female,0,Yes,Yes,61,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2867.00,No
CUST-000637,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,5442.50,No
CUST-000638,Female,0,No,No,3,No,No phone service,No,No internet service,Two year,Yes,Bank transfer (automatic),22.00,69.50,No
CUST-000639,Male,0,Yes,No,10,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,477.50,No
CUST-000640,Female,1,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,1360.00,No
CUST-000641,Male,1,No,Yes,24,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,518.50,No
CUST-000642,Female,0,Yes,No,31,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,1462.00,No
CUST-000643,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,3047.50,No
CUST-000644,Female,0,No,No,45,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,967.50,No
CUST-000645,Male,0,Yes,Yes,52,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,2446.50,No
CUST-000646,Female,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,4725.00,No
CUST-000647,Male,0,No,No,66,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1426.50,No
CUST-000648,Female,1,Yes,No,1,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,47.00,Yes
CUST-000649,Male,1,Yes,No,8,No,No phone service,Fiber optic,Yes,One year,No,Mailed check,84.25,642.50,No
CUST-000650,Female,0,No,Yes,15,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,327.50,No
CUST-000651,Male,0,Yes,Yes,22,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1041.50,No
CUST-000652,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,2320.00,No
CUST-000653,Male,0,No,No,36,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,776.50,No
CUST-000654,Female,0,Yes,No,43,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2026.00,No
CUST-000655,Male,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4007.50,No
CUST-000656,Female,1,No,Yes,57,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1225.50,No
CUST-000657,Male,1,Yes,No,64,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,3010.50,Yes
CUST-000658,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,5685.00,No
CUST-000659,Male,0,No,No,6,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,136.50,No
CUST-000660,Female,0,Yes,Yes,13,No,No phone service,DSL,No,Month-to-month,Yes,Electronic check,56.00,611.00,No
CUST-000661,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,1602.50,No
CUST-000662,Female,0,No,No,27,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,585.50,No
CUST-000663,Male,0,Yes,No,34,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1605.50,No
CUST-000664,Female,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,3280.00,No
CUST-000665,Male,1,No,Yes,48,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1034.50,No
CUST-000666,Female,0,Yes,Yes,55,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2590.00,No
CUST-000667,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4967.50,No
CUST-000668,Female,0,No,No,69,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1483.50,No
CUST-000669,Male,0,Yes,No,4,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,190.50,No
